Date,Album,Artist,Tags,Record_Label,Record_Label_Loc,Author,spotify_match_status,spotify_id,spotify_url,spotify_artist_id,spotify_match_artist,spotify_match_album,spotify_release_date,spotify_release_date_precision,spotify_album_type,spotify_total_tracks,spotify_image_url,spotify_upc,spotify_ean,spotify_copyright,spotify_artist_status,spotify_artist_image_url,spotify_artist_url
"March 03, 2026",Overspace & Supertime,Cryptic Shift,Metal,Independent Artist,"Leeds, UK",Brad Sanders,matched,55BX8eXi3Z80NpZ8O7ZOKa,https://open.spotify.com/album/55BX8eXi3Z80NpZ8O7ZOKa,49Q7rQ1e651IkT2AHKYgnx,Cryptic Shift,Overspace & Supertime,2026-02-27,day,album,5.0,https://i.scdn.co/image/ab67616d0000b273cac8e0c207918711f2dc54eb,,,,matched,https://i.scdn.co/image/ab6761610000e5ebdcbfe152df4c2110bc6d67fb,https://open.spotify.com/artist/49Q7rQ1e651IkT2AHKYgnx
"March 02, 2026",My Days of 58,Bill Callahan,Folk,Independent Artist,"Austin, Texas",Jim Allen,matched,497p1j3P9Xzlb7vXay7tNl,https://open.spotify.com/album/497p1j3P9Xzlb7vXay7tNl,7gqsi6aBSkRMJoL9psKqMr,Bill Callahan,My Days of 58,2026-02-27,day,album,12.0,https://i.scdn.co/image/ab67616d0000b2736172648d29acadc71f725e35,,,,matched,https://i.scdn.co/image/ab6761610000e5ebeb2f538487b6868a97f5a7fb,https://open.spotify.com/artist/7gqsi6aBSkRMJoL9psKqMr
"February 27, 2026",Prove The Mountains Move,EXEK,Alternative,Independent Artist,"Melbourne, Australia",Erick Bradshaw,matched,5JDipS2TouOAQnxaO1szOT,https://open.spotify.com/album/5JDipS2TouOAQnxaO1szOT,7ldGIajEfZUsa38eyvJ04V,EXEK,Prove The Mountains Move,2026-02-27,day,album,8.0,https://i.scdn.co/image/ab67616d0000b2731aadcefce244143cb184c61c,,,,matched,https://i.scdn.co/image/ab6761610000e5eb6ea5de57f873fe06663b8d3f,https://open.spotify.com/artist/7ldGIajEfZUsa38eyvJ04V
"February 26, 2026",Sí aquí llegó ya,El Gran Grupo,Latin,Independent Artist,"Caracas, Venezuela",Maria Barrios,matched,5ZVq2tLtuLoRFMghwfs75o,https://open.spotify.com/album/5ZVq2tLtuLoRFMghwfs75o,0B5cy48AQBeQdR229TIWx4,El Gran Grupo,Sí aquí llego yá,2026-02-06,day,album,8.0,https://i.scdn.co/image/ab67616d0000b273098f1321bbf9e7bc0cb3be44,,,,matched,https://i.scdn.co/image/ab6761610000e5eb2c95827bd2ef64e767a70554,https://open.spotify.com/artist/0B5cy48AQBeQdR229TIWx4
"February 25, 2026",My World is the Sun,Dominique Fils-Aimé,R&amp;B/Soul,Independent Artist,"Montreal, Québec",Ben Salmon,matched,2h1iYX66Vxm2DLFZgrdMp4,https://open.spotify.com/album/2h1iYX66Vxm2DLFZgrdMp4,10tvYvaoSO32hlvu3NrrPC,Dominique Fils-Aimé,My World Is The Sun,2026-02-20,day,album,15.0,https://i.scdn.co/image/ab67616d0000b273a31e6eb2a51d05b908e884be,,,,matched,https://i.scdn.co/image/ab6761610000e5eb9add1da33ede1b79541504e8,https://open.spotify.com/artist/10tvYvaoSO32hlvu3NrrPC
"February 24, 2026",OTONOMA,Midori Hirano,Electronic,Independent Artist,"Berlin, Germany",George Grella,matched,5ingxVLgDWG1hKOBdNrVmQ,https://open.spotify.com/album/5ingxVLgDWG1hKOBdNrVmQ,6q1lHz1O9inWPaToF6l5rj,Midori Hirano,OTONOMA,2026-02-20,day,album,10.0,https://i.scdn.co/image/ab67616d0000b2734e0966861c12fb01bc2641ab,,,,matched,https://i.scdn.co/image/ab6761610000e5eb53b1cbc3a6f7594becd83b76,https://open.spotify.com/artist/6q1lHz1O9inWPaToF6l5rj
"February 23, 2026",Too Late to Start Following the Rules Now,Chris Crack,Hip-Hop/Rap,Independent Artist,"Grand Junction, Colorado",Dylan Green,matched,4AJvF4juqzorY0cQIG2zaf,https://open.spotify.com/album/4AJvF4juqzorY0cQIG2zaf,3wws8s15DuuQWiG2xct414,Chris Crack,Too Late To Start Following The Rules Now,2026-02-13,day,album,15.0,https://i.scdn.co/image/ab67616d0000b2735609de14a868f0d54999560c,,,,matched,https://i.scdn.co/image/ab6761610000e5eb1426e7bcfd548eaa2cf42041,https://open.spotify.com/artist/3wws8s15DuuQWiG2xct414
"February 20, 2026",DISCOMBOBULATED,Hen Ogledd,Electronic,Independent Artist,"Newcastle Upon Tyne, UK",Jennifer Kelly,matched,5NCdUrtZGteLXKRppy83EN,https://open.spotify.com/album/5NCdUrtZGteLXKRppy83EN,1nw6dQQptzvEQ5GtC6HGe4,Hen Ogledd,DISCOMBOBULATED,2026-02-20,day,album,8.0,https://i.scdn.co/image/ab67616d0000b27365807dbd68ae8bbab258c7b7,,,,matched,https://i.scdn.co/image/ab6761610000e5eba5ddae01c90e9e87ef5b914f,https://open.spotify.com/artist/1nw6dQQptzvEQ5GtC6HGe4
"February 19, 2026",Paper Masks,Phew and Danielle de Picciotto,,Phew,"Tokyo, Japan",Erick Bradshaw,no_match,,,,,,,,,,,,,,,,
"February 18, 2026",Instant Comfort,Lucid Express,Rock,Independent Artist,Hong Kong,Josh Feola,matched,6KBQf0GFYaF9TvulppGidz,https://open.spotify.com/album/6KBQf0GFYaF9TvulppGidz,0WwjT0WO2JQSXIq7EeDxXf,Lucid Express,Instant Comfort,2026-02-19,day,album,9.0,https://i.scdn.co/image/ab67616d0000b27391d0809f2d6428daa0ce02b4,,,,matched,https://i.scdn.co/image/ab6761610000e5ebf7261a57b48a6168c8ee012a,https://open.spotify.com/artist/0WwjT0WO2JQSXIq7EeDxXf
"February 17, 2026",Kin,KMRU,Ambient,Independent Artist,"Nairobi, Kenya",April Clare Welsh,matched,0ThQJJSutTGSZESpjqFuHI,https://open.spotify.com/album/0ThQJJSutTGSZESpjqFuHI,5blZUSGq0z7HhuSldSXV3a,KMRU,Kin,2026-02-13,day,album,6.0,https://i.scdn.co/image/ab67616d0000b27371ba4e7a5db64044d428b275,,,,matched,https://i.scdn.co/image/ab6761610000e5eb7c61e9840d75ab0899633666,https://open.spotify.com/artist/5blZUSGq0z7HhuSldSXV3a
"February 13, 2026",Necropalace,Worm,Metal,Independent Artist,Florida,Luke Jackson,matched,4zI7O4eE92cRjGLwXc3Y1c,https://open.spotify.com/album/4zI7O4eE92cRjGLwXc3Y1c,5KGJFenkLeQ77WEgKFPnTZ,Worm,Necropalace,2026-02-13,day,album,7.0,https://i.scdn.co/image/ab67616d0000b2738f10b6f2fcac2404e84aa676,,,,matched,https://i.scdn.co/image/ab6761610000e5ebbbb580e014829a616cafb7b2,https://open.spotify.com/artist/5KGJFenkLeQ77WEgKFPnTZ
"February 12, 2026",Mastery Quantum Sound,Various Artists,Ambient,Houndstooth,"London, UK",Sam Davies,matched,1A1hVTEsR5VgN0vZh2aWYN,https://open.spotify.com/album/1A1hVTEsR5VgN0vZh2aWYN,0LyfQWJT6nXafLPZqxe9Of,Various Artists,Mastery: Quantum Sound,2026-02-12,day,compilation,22.0,https://i.scdn.co/image/ab67616d0000b2732608edf9bee32a3a30d16bcf,,,,matched,https://i.scdn.co/image/ab6761610000e5eb6b134287e3095d2c84b7932a,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
"February 11, 2026",respite ∞ levity for the nameless ghost in crisis (Expanded),Colin Self,Experimental,Independent Artist,New York,April Clare Welsh,matched,1UDKD36FPhw7oUjfmszRzS,https://open.spotify.com/album/1UDKD36FPhw7oUjfmszRzS,0ewkV0qnzBgo0L0D4TjuHI,Colin Self,respite ∞ levity for the nameless ghost in crisis (expanded),2026-02-13,day,album,23.0,https://i.scdn.co/image/ab67616d0000b27363810cac5055c4e86dac6cca,,,,matched,https://i.scdn.co/image/ab6761610000e5eb34ba9a9c2503508a722b62ff,https://open.spotify.com/artist/0ewkV0qnzBgo0L0D4TjuHI
"February 10, 2026",Laughter In Summer,Beverly Glenn-Copeland,Electronic,Independent Artist,"Hamilton, Ontario",Ted Davis,matched,3dhTmKjuXuYJDxlhOk9qMx,https://open.spotify.com/album/3dhTmKjuXuYJDxlhOk9qMx,2bN5hXtWZXEIfnHO34eXfe,Beverly Glenn-Copeland,Laughter In Summer,2026-02-06,day,album,9.0,https://i.scdn.co/image/ab67616d0000b2730e36c71093a82463fa43e672,,,,matched,https://i.scdn.co/image/ab6761610000e5eb07b3234ab7b108c79cee6a2f,https://open.spotify.com/artist/2bN5hXtWZXEIfnHO34eXfe
"February 09, 2026",DOUBLE-WIDE,Charles “Poppy Bob” Walker,Ambient,Charles &#39;Poppy Bob&#39; Walker,"Yuma, Arizona",Jennifer Kelly,matched,2zKzIXdDNCRMASfrt0fbtM,https://open.spotify.com/album/2zKzIXdDNCRMASfrt0fbtM,4UzwN8n6xp0svWNKTeKuum,Charles ‘Poppy Bob’ Walker,DOUBLE-WIDE,2026-02-10,day,album,15.0,https://i.scdn.co/image/ab67616d0000b273e6fc5ede30dc7629bf9c7cb8,,,,matched,https://i.scdn.co/image/ab6761610000e5eb750493bb98fca29e392ddd2e,https://open.spotify.com/artist/4UzwN8n6xp0svWNKTeKuum
"February 06, 2026",Butterfly,Daphni,Electronic,Caribou,"London, UK",Joe Muggs,matched,6EwceabziOOptW7N7tT626,https://open.spotify.com/album/6EwceabziOOptW7N7tT626,4nhvb6x9ZhPiYCzrHDNia9,Daphni,Butterfly,2026-02-06,day,album,16.0,https://i.scdn.co/image/ab67616d0000b273eec50ee2fd276595bdb60fb1,,,,matched,https://i.scdn.co/image/ab6761610000e5eb64a6f350a866eb6e119a5a6e,https://open.spotify.com/artist/4nhvb6x9ZhPiYCzrHDNia9
"February 05, 2026",Noor,Yamila,Electronic,Umor Rex,"Mexico City, Mexico",Peter Margasak,matched,35DSo804RC09z0l5HQw4qZ,https://open.spotify.com/album/35DSo804RC09z0l5HQw4qZ,1C2cyevjTKPJ4WVvTlPzUF,Yamila,Noor,2026-02-05,day,album,9.0,https://i.scdn.co/image/ab67616d0000b2734e496ff365ee5b10478fe8b4,,,,matched,https://i.scdn.co/image/ab6761610000e5ebd70e36cf155cf2a000ef23c2,https://open.spotify.com/artist/1C2cyevjTKPJ4WVvTlPzUF
"February 04, 2026",Tilaye’s Saxophone With The Dahlak Band (የጥላዬ ሳክስ ከዳህላክ ባንድ ጋር),Tilaye Gebre,World,Independent Artist,"Addis Ababa, Ethiopia",Dean Van Nguyen,no_match,,,,,,,,,,,,,,,,
"February 03, 2026",EXPO,Ulrika Spacek,Alternative,Independent Artist,"London, UK",Elle Carroll,matched,4mZvj1aQtf5LX8qjXkeT7q,https://open.spotify.com/album/4mZvj1aQtf5LX8qjXkeT7q,07vC6cutbett8UknXnqxsu,Ulrika Spacek,"EXPO, REMIXED",2026-07-31,day,album,10.0,https://i.scdn.co/image/ab67616d0000b27350851c7a7e5dc54f0702fa03,,,,matched,https://i.scdn.co/image/ab6761610000e5eb84b2782ca74341e3eb97b6d8,https://open.spotify.com/artist/07vC6cutbett8UknXnqxsu
"February 02, 2026",Wahj,Toni Geitani,Ambient,Independent Artist,"Beirut, Lebanon",Matthew Blackwell,matched,1tFnxA3kOc33Mh9rhbZ9AC,https://open.spotify.com/album/1tFnxA3kOc33Mh9rhbZ9AC,1ILfWRh8lrxIV12eyIBU4P,Toni Geitani,Wahj,2026-01-30,day,album,17.0,https://i.scdn.co/image/ab67616d0000b273a83d73453e4427af222b2239,,,,matched,https://i.scdn.co/image/ab6761610000e5eb2668116b899b12594c42e255,https://open.spotify.com/artist/1ILfWRh8lrxIV12eyIBU4P
"January 31, 2026",Maybe You Should Talk To Someone,Haruhi Kobayashi,Classical,Independent Artist,"Chicago, Illinois",George Grella,no_match,,,,,,,,,,,,,,,,
"January 29, 2026",Not Here Not Gone,Blackwater Holylight,Metal,Independent Artist,"Portland, Oregon",Grayson Haver Currin,matched,55jaQmtN4s05nDUqqrmXkw,https://open.spotify.com/album/55jaQmtN4s05nDUqqrmXkw,2fqEhs5dZBrDLUqHvWRtBc,Blackwater Holylight,Not Here Not Gone,2026-01-30,day,album,10.0,https://i.scdn.co/image/ab67616d0000b2737ae15664d8f47e24fc1639de,,,,matched,https://i.scdn.co/image/ab6761610000e5eba5a6661c46b1484cb64bbb92,https://open.spotify.com/artist/2fqEhs5dZBrDLUqHvWRtBc
"January 28, 2026","low clouds hang, this land is on fire",Tashi Dorji,Alternative,Independent Artist,"Asheville, North Carolina",Mike McGrath-Bryan,matched,1NEofDgwYX4egqBq8DQq3X,https://open.spotify.com/album/1NEofDgwYX4egqBq8DQq3X,5zILQi737vXP3Cu7S5BMX2,Tashi Dorji,"low clouds hang, this land is on fire",2026-01-30,day,album,11.0,https://i.scdn.co/image/ab67616d0000b2735697e8ece573bf52900117a3,,,,matched,https://i.scdn.co/image/ab6772690000c46cddb7e3eb1b77296defc664ae,https://open.spotify.com/artist/5zILQi737vXP3Cu7S5BMX2
"January 27, 2026",Yatta!,YĪN YĪN,Alternative,Independent Artist,"Maastricht, Netherlands",Dean Van Nguyen,matched,14miHHQBXPPlt61Ax0SK2W,https://open.spotify.com/album/14miHHQBXPPlt61Ax0SK2W,2sLMYvxNmHIYNx6re1WUM2,Yin Yin,Yatta!,2026-01-23,day,album,11.0,https://i.scdn.co/image/ab67616d0000b2739de2f98369ae09423aafbd06,,,,matched,https://i.scdn.co/image/ab6761610000e5eb1460a855f376c32f066d9a75,https://open.spotify.com/artist/2sLMYvxNmHIYNx6re1WUM2
"January 26, 2026",Euphoria Bound,Shackleton,Electronic,Independent Artist,"Berlin, Germany",Lewis Gordon,matched,3JfBVXa85xIuZo6C21CCW4,https://open.spotify.com/album/3JfBVXa85xIuZo6C21CCW4,5Mq3CTRRgLcPkMnUue75a3,Shackleton,Euphoria Bound,2026-01-30,day,album,10.0,https://i.scdn.co/image/ab67616d0000b2732353529274e70fcc1f3d7368,,,,matched,https://i.scdn.co/image/786e3affbcfc3fdf07d501da18e5b5e7c5b69609,https://open.spotify.com/artist/5Mq3CTRRgLcPkMnUue75a3
"January 23, 2026",Mutudi Ua Ufolo / Viuva Da Liberdade 1975,David Zé,World,David Ze,"Luanda, Angola",Dean Van Nguyen,no_match,,,,,,,,,,,,,,,,
"January 22, 2026",Desert So Green,Winged Wheel,Rock,Winged Wheel,"Detroit, Michigan",Stuart Berman,matched,4OvZQgDdhbd7oQ8gkoOmir,https://open.spotify.com/album/4OvZQgDdhbd7oQ8gkoOmir,3oxlQvJbiZ8bioc2884tIn,Winged Wheel,Desert So Green,2026-01-09,day,album,9.0,https://i.scdn.co/image/ab67616d0000b2732a82a771635e7d302fb864a6,,,,matched,https://i.scdn.co/image/ab67616d0000b2732a82a771635e7d302fb864a6,https://open.spotify.com/artist/3oxlQvJbiZ8bioc2884tIn
"January 21, 2026",Come Out Come Out (30th Anniversary Edition),Cub,Alternative,cub,"Vancouver, British Columbia",Jude Noel,matched,7cvV4e8cTpDpmrQ3mnfyaO,https://open.spotify.com/album/7cvV4e8cTpDpmrQ3mnfyaO,2wPm6Ouj7DpVS4g09fEoOT,Cub,Come Out Come Out: 30th Anniversary Edition (2025 Remaster),1995,year,album,14.0,https://i.scdn.co/image/ab67616d0000b273920da495379acd0a1ea2f0db,,,,matched,https://i.scdn.co/image/ab67616d0000b2736a226b8a4d7f7b923154c559,https://open.spotify.com/artist/2wPm6Ouj7DpVS4g09fEoOT
"January 20, 2026",A-Rhythm Absolute,Sunday Mourners,Alternative,Independent Artist,"Los Angeles, California",Elle Carroll,matched,5z1AYjOZmy5bNmMECeTjSd,https://open.spotify.com/album/5z1AYjOZmy5bNmMECeTjSd,7zlE048Rl8GTsbWAP1MZeQ,Sunday Mourners,A-Rhythm Absolute,2026-01-16,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273667333f3eabedf725b19985b,,,,matched,https://i.scdn.co/image/ab6761610000e5ebb5f498c22df23da8ad1e42d6,https://open.spotify.com/artist/7zlE048Rl8GTsbWAP1MZeQ
"January 16, 2026",Appalachia,Emily Scott Robinson,Country,Independent Artist,"Nashville, Tennessee",Ben Salmon,matched,428KzGfU0jpgqpebyZmITs,https://open.spotify.com/album/428KzGfU0jpgqpebyZmITs,3oyKiCGdvt3HRj3pCOLCfM,Emily Scott Robinson,Appalachia,2026-01-30,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273c30eb1d1c8c871fb32c8e1e2,,,,matched,https://i.scdn.co/image/ab6761610000e5eb1693cbcfdfd08fdc870d0145,https://open.spotify.com/artist/3oyKiCGdvt3HRj3pCOLCfM
"January 15, 2026",Xiu Mutha F—in’ Xiu: Vol. 1,Xiu Xiu,Alternative,Independent Artist,"Los Angeles, California",Jon Buckland,no_match,,,,,,,,,,,,,,,,
"January 14, 2026",WABI SABI,Sotomayor,Electronic,Independent Artist,"Mexico City, Mexico",Matthew Ismael Ruiz,matched,2Cq4IcgidjVHmn8UWn2jNT,https://open.spotify.com/album/2Cq4IcgidjVHmn8UWn2jNT,13UO3EqZHeNkeDQKjUS8oH,"Sotomayor, Pahua, Tonga Conga",WABI SABI,2026-02-13,day,album,11.0,https://i.scdn.co/image/ab67616d0000b27370b9e73fadd355c8df8f6a44,,,,matched,https://i.scdn.co/image/ab6761610000e5eb5b88c06df861c1ded91e2471,https://open.spotify.com/artist/13UO3EqZHeNkeDQKjUS8oH
"December 05, 2025",Ethereal Horizons,Blut Aus Nord,Metal,Independent Artist,France,Brad Sanders,matched,4cyRxj0LY8DevLLfVEg0pX,https://open.spotify.com/album/4cyRxj0LY8DevLLfVEg0pX,0c0xIXQhCbmtvzM93liaSf,Blut Aus Nord,Ethereal Horizons,2025-11-28,day,album,7.0,https://i.scdn.co/image/ab67616d0000b273c6c57d988a53e09791aa9a70,,,,matched,https://i.scdn.co/image/029b877f7f45df775b0029c3d87de1fe3b01c169,https://open.spotify.com/artist/0c0xIXQhCbmtvzM93liaSf
"December 04, 2025",SAD,Ikonika,Electronic,Independent Artist,"London, UK",April Clare Welsh,matched,76fNSSFf8CvYDfXmb0rAnr,https://open.spotify.com/album/76fNSSFf8CvYDfXmb0rAnr,1GbZUOowT6BhrI9QVoUniG,Ikonika,SAD,2025-11-28,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273e44d8b0173c114922b31a7f7,,,,matched,https://i.scdn.co/image/ab6761610000e5ebb9d88f2917c2c24b9f2ec342,https://open.spotify.com/artist/1GbZUOowT6BhrI9QVoUniG
"December 03, 2025",Late Shift Silk,Various Artists,Electronic,100% Silk,California,Harry Levin,matched,37CpAn2SYj2zD0VyinYFC7,https://open.spotify.com/album/37CpAn2SYj2zD0VyinYFC7,0LyfQWJT6nXafLPZqxe9Of,Various Artists,Late Shift Silk,2025-12-05,day,compilation,11.0,https://i.scdn.co/image/ab67616d0000b273ba6eed97d86f8e325bed8c99,,,,matched,https://i.scdn.co/image/ab6761610000e5eb6b134287e3095d2c84b7932a,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
"December 02, 2025",Putcha Weight On It,Von Pea & The Other Guys,Hip-Hop/Rap,Von Pea,New York,Dash Lewis,no_match,,,,,,,,,,,,,,,,
"December 01, 2025",Ghana Special: Highlife,Various Artists,World,Soundway Records,UK,Dean Van Nguyen,matched,7JxOC157mJOWGQmIpCv6YL,https://open.spotify.com/album/7JxOC157mJOWGQmIpCv6YL,0LyfQWJT6nXafLPZqxe9Of,Various Artists,"Ghana Special: Modern Highlife, Afro Sounds & Ghanaian Blues 1968-81",2012-01-20,day,compilation,33.0,https://i.scdn.co/image/ab67616d0000b27302806536fc218b7d8380a1cd,,,,matched,https://i.scdn.co/image/ab6761610000e5eb6b134287e3095d2c84b7932a,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
"November 26, 2025",BANG,Iona Zajac,Alternative,Independent Artist,"Glasgow, UK",Brad Sanders,matched,2DLAZDt1NVNz6kixhEI6Wd,https://open.spotify.com/album/2DLAZDt1NVNz6kixhEI6Wd,5XIL7iEbCKJIz14Gqd58Y7,Iona Zajac,Bang,2025-11-21,day,album,11.0,https://i.scdn.co/image/ab67616d0000b2736be5eeb1e44fe21ff745928c,,,,matched,https://i.scdn.co/image/ab6761610000e5eb54a4fbfc1b05252e41d5682c,https://open.spotify.com/artist/5XIL7iEbCKJIz14Gqd58Y7
"November 25, 2025",Songs From My Castle Tower,MJ Noble,Electronic,Independent Artist,"Los Angeles, California",Ted Davis,matched,7qMyGVJ0p3lI1HorEf2UuP,https://open.spotify.com/album/7qMyGVJ0p3lI1HorEf2UuP,4WU1luuySmDwpYWFwT2PvY,MJ Noble,Songs From My Castle Tower,2025-11-21,day,album,13.0,https://i.scdn.co/image/ab67616d0000b273e51176c14f887ed6e724fc22,,,,matched,https://i.scdn.co/image/ab6761610000e5ebf975961afb4999d112c3e2a7,https://open.spotify.com/artist/4WU1luuySmDwpYWFwT2PvY
"November 24, 2025",سماع [Sama’a] (Audition),أحمد [Ahmed],Jazz,Independent Artist,,Jinhyung Kim,no_match,,,,,,,,,,,,,,,,
"November 21, 2025",Implosion,The Bug vs Ghost Dubs,Electronic,Independent Artist,"Brussels, Belgium",Erick Bradshaw,no_match,,,,,,,,,,,,,,,,
"November 20, 2025",Southside Mixtape,DJ Lag,Electronic,Independent Artist,"Johannesburg, South Africa",Joseph Francis,matched,0IaY7EpYoRhsMEo3B5nWBD,https://open.spotify.com/album/0IaY7EpYoRhsMEo3B5nWBD,1svX5cMlY22N60RxwzeJNO,DJ Lag,Southside Mixtape,2025-11-14,day,album,12.0,https://i.scdn.co/image/ab67616d0000b27380aa7909bcf13651ac76bfca,,,,matched,https://i.scdn.co/image/ab6761610000e5eba5719e83b4de3f380b91ac4e,https://open.spotify.com/artist/1svX5cMlY22N60RxwzeJNO
"November 19, 2025",Blue Abstraction: Prepared Piano Project 1985–1987,Jessica Williams,Jazz,Pre-Echo Press,"New York, New York",George Grella,no_match,,,,,,,,,,,,,,,,
"November 18, 2025",PAUL KIDNEY JAPANESE EXPERIENCE,Paul Kidney Experience,Experimental,Independent Artist,"Melbourne, Australia",Jon Dale,no_match,,,,,,,,,,,,,,,,
"November 17, 2025",Panorama,Hélène Barbier,Pop,Independent Artist,"Montreal, Québec",Matt Watton,matched,20Qy0sgUe2Wj7GXVaOg2dY,https://open.spotify.com/album/20Qy0sgUe2Wj7GXVaOg2dY,2b6PbrllP38ILGLTkdcrZz,Hélène Barbier,Panorama,2025-11-14,day,album,9.0,https://i.scdn.co/image/ab67616d0000b2735cbd146355b92cfd2004c6bd,,,,matched,https://i.scdn.co/image/ab6761610000e5eb769b3ac097574cf13f067366,https://open.spotify.com/artist/2b6PbrllP38ILGLTkdcrZz
"November 14, 2025",Basic Country Mustard,Red River Dialect,Folk,Independent Artist,"London, UK",Jennifer Kelly,matched,6xG9Y0BPL86wIB3hQKtf6z,https://open.spotify.com/album/6xG9Y0BPL86wIB3hQKtf6z,3l34awuQ4bePUrYSP4WVbQ,Red River Dialect,Basic Country Mustard,2025-11-14,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273940908844b4a925c062c4c06,,,,matched,https://i.scdn.co/image/ab6761610000e5eb468eea7434ac13aeaf4ff949,https://open.spotify.com/artist/3l34awuQ4bePUrYSP4WVbQ
"November 13, 2025",Fire of God’s Love,Sister Irene O’Connor,Devotional,Freedom To Spend,"New York, New York",Matthew Blackwell,no_match,,,,,,,,,,,,,,,,
"November 12, 2025",Faith In The Unknown,Shungu,Hip-Hop/Rap,Independent Artist,"Brussels, Belgium",Dash Lewis,matched,1AY0eSbSr1oUmvbN9rIVAH,https://open.spotify.com/album/1AY0eSbSr1oUmvbN9rIVAH,1XIyDif58YyorFor2gNfUF,Shungu,Faith In The Unknown,2025-11-07,day,album,14.0,https://i.scdn.co/image/ab67616d0000b2737b4497e63840bf10ffbfe115,,,,matched,https://i.scdn.co/image/ab6761610000e5eb4fb6bf4ae2d45a8f3f16f1bb,https://open.spotify.com/artist/1XIyDif58YyorFor2gNfUF
"November 11, 2025",How You Been,SML,Jazz,International Anthem,"Chicago, Illinois",Will Ainsley,matched,00xaBkvgiCZ7mMlcHIRgQy,https://open.spotify.com/album/00xaBkvgiCZ7mMlcHIRgQy,5k8cbLF5EZnAhwDvHN6Toj,SML,How You Been,2025-11-25,day,album,13.0,https://i.scdn.co/image/ab67616d0000b273c7b5d6265c7e061ad2d061e9,,,,matched,https://i.scdn.co/image/ab6761610000e5eb5172666e290bf372e736dcc8,https://open.spotify.com/artist/5k8cbLF5EZnAhwDvHN6Toj
"November 10, 2025",Chigiyo Music Kings 1987–1998,Zig-Zag Band,World,Analog Africa,Germany,Dean Van Nguyen,matched,085vFu8jl46vpsHiB5HcvQ,https://open.spotify.com/album/085vFu8jl46vpsHiB5HcvQ,5JzzWKyFhD4xHK9Q5erJZH,Zig Zag Band,Chigiyo Music Kings 1987-1998 (Analog Africa No.42),2025-11-07,day,album,13.0,https://i.scdn.co/image/ab67616d0000b273895217265e3440b1725b64ee,,,,matched,https://i.scdn.co/image/ab67616d0000b27368206d38a201aad3bc7da2d3,https://open.spotify.com/artist/5JzzWKyFhD4xHK9Q5erJZH
"November 07, 2025",AFTER,yaz lancaster,Electronic,Independent Artist,"New York, New York",George Grella,matched,3CZMlMlQSBMCtUTR4QFU5v,https://open.spotify.com/album/3CZMlMlQSBMCtUTR4QFU5v,4ygD2bMiqgAhvhpgiPwXQM,Yaz Lancaster,AFTER,2025-11-07,day,album,14.0,https://i.scdn.co/image/ab67616d0000b27307794a29d18f4fd9ce05ce9a,,,,matched,https://i.scdn.co/image/ab6761610000e5eb019ab67b5a01d504f8d5dbee,https://open.spotify.com/artist/4ygD2bMiqgAhvhpgiPwXQM
"November 06, 2025",Batakari,Ata Kak,World,Independent Artist,Ghana,Marshall Gu,matched,0eh4sbNVFs53bdvBi6aC5I,https://open.spotify.com/album/0eh4sbNVFs53bdvBi6aC5I,172WdsNGJYNNXVNQ1tXfrB,Ata Kak,Batakari,2025-11-07,day,single,6.0,https://i.scdn.co/image/ab67616d0000b27318e518a248cdd8f71b98a8d5,,,,matched,https://i.scdn.co/image/ab6761610000e5eb9d66b9fc8189d3124ec50510,https://open.spotify.com/artist/172WdsNGJYNNXVNQ1tXfrB
"November 05, 2025",31 Days of Burning Limos,The Burning Limos,Punk,Independent Artist,"Indianapolis, Indiana",Sims Hardin,no_match,,,,,,,,,,,,,,,,
"November 04, 2025",Paradís,Júlia Colom,Pop,Independent Artist,"IB, Spain",Maria Barrios,matched,1cefcSPmZJyVa6re1uOSJq,https://open.spotify.com/album/1cefcSPmZJyVa6re1uOSJq,2FGexWthFJnvymvErkOPaI,Júlia Colom,Paradís,2025-10-31,day,album,11.0,https://i.scdn.co/image/ab67616d0000b273bffb603e6fb0051b2743c6a0,,,,matched,https://i.scdn.co/image/ab6761610000e5ebc135e1bd8d45b14849730fab,https://open.spotify.com/artist/2FGexWthFJnvymvErkOPaI
"November 03, 2025",InitiatriX,Ship Sket,Electronic,Independent Artist,UK,April Clare Welsh,matched,7tRcayDHuaTKSX4HARlcvW,https://open.spotify.com/album/7tRcayDHuaTKSX4HARlcvW,2RP0nzlcOL4QQV0ER0UYiH,Ship Sket,InitiatriX,2025-10-31,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273d294ea6501afb325f43d8ea4,,,,matched,https://i.scdn.co/image/ab67616d0000b27336ddbd9d0250ec778058e536,https://open.spotify.com/artist/2RP0nzlcOL4QQV0ER0UYiH
