Date,Album,Artist,Tags,Record_Label,Record_Label_Loc,Author
"May 06, 2025",YEARN IV,Teether & Kuya Neil,Hip-Hop/Rap,Teether &amp; Kuya Neil,"Melbourne, Australia",Christina Lee
"May 05, 2025",Clandestine,Anysia Kym & Loraine James,R&amp;B/Soul,Anysia Kym,"New York, New York",April Clare Welsh
"May 02, 2025",Lake Fire,loscil,Electronic,Independent Artist,Vancouver,Jon Dale
"May 01, 2025",IN WAYS,Slung,Rock,Independent Artist,"Brighton And Hove, UK",Spencer Hughes
"April 30, 2025",Dream of Snakes,Lila Tirando a Violeta,Electronic,Independent Artist,Uruguay,Joe Muggs
"April 29, 2025",(The) Forever Dream,Fly Anakin,Hip-Hop/Rap,Independent Artist,"Richmond, Virginia",Nadine Smith
"April 28, 2025",Let Me Out,Fatboi Sharif & Driveby,Hip-Hop/Rap,Deathbomb Arc,Hawaii,Dash Lewis
"April 25, 2025","TV, Anime & Manga New Age Soundtracks 1984–1993",Various Artists,Electronic,Time Capsule,"London, UK",Lewis Gordon
"April 24, 2025",Totality,Natural Information Society and Bitchin Bajas,Experimental,Bitchin Bajas,"Chicago, Illinois",Jennifer Kelly
"April 23, 2025",What Did the Blackbird Say to the Crow,Rhiannon Giddens & Justin Robinson,Country,Rhiannon Giddens,"Nashville, Tennessee",Devon Leger
"April 22, 2025",Jesus-Christ Ne Deçoit Pas,Jess Sah Bi,World,Independent Artist,"San Francisco, California",Megan Iacobini de Fazio
"April 21, 2025",Evil Plan የክፋት እቅድ,Ukandanz,Rock,Independent Artist,Ethiopia,Brad Sanders
"April 18, 2025",Chime Oblivion,Chime Oblivion,Punk,John Dwyer,"Los Angeles, California",Elle Carroll
"April 17, 2025",Turbo Meltdown,HHY & The Kampala Unit,Electronic,Nyege Nyege Tapes,"Kampala, Uganda",April Clare Welsh
"April 16, 2025",Neu Om,Amanda Mur,Experimental,Independent Artist,"Madrid, Spain",Louis Pattison
"April 15, 2025",Le Sacre Du Soleil Invaincu,Neptunian Maximalism,Experimental,"I, Voidhanger Records",Italy,George Grella
"April 14, 2025",Disk Musik: A DD. Records Compilation,Various Artists,Experimental,Phantom Limb,"Brighton, UK",Matthew Blackwell
"April 11, 2025",The Spin,Messa,Metal,Independent Artist,Italy,JR Moores
"April 10, 2025","Owls, Omens, and Oracles",Valerie June,Alternative,Independent Artist,"Memphis, Tennessee",Jim Allen
"April 09, 2025",Stochastic Drift,Barker,Electronic,Independent Artist,"Berlin, Germany",April Clare Welsh
"April 08, 2025",A Requiem,Penelope Trappes,Alternative,Independent Artist,"Brighton, UK",Louis Pattison
"April 07, 2025",The Wigmaker in Eighteenth-Century Williamsburg,To Live and Shave in LA,Experimental,To Live and Shave in L.A.,"Miami, Florida",Erick Bradshaw
"April 04, 2025",Volcanic Reality,Apparitions,Experimental,Independent Artist,"Houston, Texas",Brad Sanders
"April 03, 2025",Ginkgo,Panchiko,Rock,Independent Artist,"Nottingham, UK",Eli Schoop
"April 02, 2025",The Trials And Tribulations Of…,Clikatat Ikatowi,Punk,Independent Artist,"San Diego, California",Erick Bradshaw
"April 01, 2025",Antigone,Eiko Ishibashi,Experimental,Independent Artist,"Tokyo, Japan",Patrick St. Michel
"March 31, 2025",That’s the Price of Loving Me,Dean Wareham,Alternative,Independent Artist,"Los Angeles, California",Hayden Merrick
"March 28, 2025",Letters From The Atlantic,Butcher Brown,Jazz,Independent Artist,"Richmond, Virginia",Dash Lewis
"March 27, 2025",Rammana,Salin,World,Independent Artist,"Montreal, Québec",James Gui
"March 26, 2025",Only Dust Remains,Backxwash,Hip-Hop/Rap,Independent Artist,"Montreal, Québec",Marshall Gu
"March 25, 2025",Kick It Over,Motorbike,Punk,Independent Artist,"Cincinnati, Ohio",Brad Sanders
"March 24, 2025",Goldstar,Imperial Triumphant,Metal,Independent Artist,"New York, New York",Grayson Haver Currin
"March 21, 2025",Flora,Hiroshi Yoshimura,Ambient,Independent Artist,"Tokyo, Japan",Shy Clara Thompson
"March 20, 2025",Warlord of the Weejuns,Goya Gumbani,Hip-Hop/Rap,Independent Artist,"London, UK",Nadine Smith
"March 19, 2025",Birthmarks,Bambara,Rock,Independent Artist,"Brooklyn, New York",Will Ainsley
"March 18, 2025",Moonlight Concessions,Throwing Muses,Rock,Independent Artist,Rhode Island,Jim Allen
"March 17, 2025","Josh Johnson & Sam Wilkes, Uhlmann Johnson Wilkes",Gregory Uhlmann,Jazz,International Anthem,"Chicago, Illinois",Michael J. West
"March 14, 2025",Yarın Yoksa,Derya Yıldırım & Grup Şimşek,World,Derya Yıldırım &amp; Grup Şimşek,"Berlin, Germany",Elle Carroll
"March 13, 2025",Greyhound Days,Patrick Shiroishi & Piotr Kurek,Jazz,Patrick Shiroishi &amp; Piotr Kurek,"Warsaw, Poland",Michal Wieczorek
"March 12, 2025",Harmr,Thurnin,Folk,Independent Artist,Netherlands,Jennifer Kelly
"March 11, 2025",It’s Nasty Outside,Andreaus Haley & Custom Made,Hip-Hop/Rap,Andreaus Haley,"Chicago, Illinois",Dash Lewis
"March 10, 2025",Strata-East: The Legacy Begins,Various Artists,Jazz,Strata-East,"New York, New York",Shaun Brady
"March 07, 2025",Myrtus Myth,Kedr Livanskiy,Electronic,Independent Artist,"Moscow, Russia",April Clare Welsh
"March 06, 2025",Una Oportunidad más de triunfar en la vida,Los Pirañas,Rock,Independent Artist,"Bogotá, Colombia",Collin Smith
"March 05, 2025",Sex and Repression in Higher Society,Saint Vengeur,Metal,"I, Voidhanger Records",Italy,Brad Sanders
"March 04, 2025",City of Clowns,Marie Davidson,Electronic,Independent Artist,"Montreal, Québec",Joe Muggs
"March 03, 2025",Spring Board: The Early Unrecorded Songs,The Chills,Alternative,Independent Artist,"Dunedin, New Zealand",Jim Allen
"February 28, 2025",Flam,Gunn-Truscinski Duo,Experimental,Gunn - Truscinski Duo,"Brooklyn, New York",JR Moores
"February 27, 2025",Not Around But Through,Amulets,Experimental,AMULETS,"Portland, Oregon",Casey Jarman
"February 26, 2025",Luminescent Creatures,Ichiko Aoba,Experimental,Independent Artist,"Tokyo, Japan",James Gui
"February 25, 2025",Travesías,Oksana Linde,Electronic,Buh Records,"Lima, Peru",Matthew Blackwell
"February 24, 2025",PLEASE COME TO ME,Masma Dream World,Ambient,Independent Artist,New York,Louis Pattison
"February 21, 2025",Goodbye Horses: The Many Lives of Q Lazzarus (Music From The Motion Picture),Q Lazzarus,Pop,Independent Artist,"New York, New York",Liz Ohanesian
"February 20, 2025",Bicicleta,COLLIGNON,World,Independent Artist,"Palmela, Portugal",Eli Schoop
"February 19, 2025",LOVE.JONES,THEY.,R&amp;B/Soul,Independent Artist,"Los Angeles, California",ea. osei
"February 18, 2025","Tokyo Bliss: Japanese Funk, Boogie & City Pop from King Records 1974–88",Various Artists,Pop,WEWANTSOUNDS,"Paris, France",Patrick St. Michel
"February 14, 2025",New Dawn,Marshall Allen,Jazz,Independent Artist,"Philadelphia, Pennsylvania",Michael J. West
"February 13, 2025",Anything At All,Denison Witmer,Alternative,Independent Artist,"Philadelphia, Pennsylvania",Ben Salmon
"February 12, 2025",Better Wonder,Kestrels,Rock,Independent Artist,"Halifax, Nova Scotia",Jude Noel
"February 11, 2025",Dans Ta Nuit,Corps Diplomatique,Alternative,Independent Artist,France,Elle Carroll
"February 10, 2025",Share Your Care,Helen Ganya,Alternative,Independent Artist,"Brighton, UK",April Clare Welsh
"February 07, 2025",choke enough,Oklou,Pop,Independent Artist,"Paris, France",April Clare Welsh
"February 06, 2025",Soul Rebels,Bob Marley and The Wailers,Reggae,Charly Records,"London, UK",Dean Van Nguyen
"February 05, 2025",Praise Poems 10,Various Artists,Jazz,Tramp Rec.,Germany,Jim Allen
"February 04, 2025",Even The Horizon Knows Its Bounds,Lawrence English,Ambient,Independent Artist,"Brisbane, Australia",Ted Davis
"February 03, 2025",Showbiz!,MIKE,Hip-Hop/Rap,Independent Artist,"New York, New York",Nadine Smith
"January 31, 2025","Adrian Younge, and Ali Shaheed Muhammad, Jazz Is Dead 22: Ebo Taylor",Ebo Taylor,World,Independent Artist,Ghana,Peter Margasak
"January 30, 2025",The Bad Fire,Mogwai,Alternative,Independent Artist,"Scotland, UK",Mike McGrath-Bryan
"January 29, 2025",West Coast,Studio,Electronic,STUDIO,Sweden,Louis Pattison
"January 28, 2025",Mapambazuko,Ale Hop & Titi Bakorta,World,Nyege Nyege Tapes,"Kampala, Uganda",Joseph Francis
"January 27, 2025",Sign Of The Storm,Century,Metal,Electric Assault Records,"Brooklyn, New York",Grayson Haver Currin
"January 24, 2025",Goyard Ibn Said,Ghais Guevara,Hip-Hop/Rap,Independent Artist,"Philadelphia, Pennsylvania",Dash Lewis
"January 23, 2025",7 Songs For Spiders,Dax Riggs,Alternative,Independent Artist,"Lafayette, Louisiana",Brad Sanders
"January 22, 2025",honey from a winter stone,Ambrose Akinmusire,Jazz,Independent Artist,"Berkeley, California",Stewart Smith
"January 21, 2025",Humanhood,The Weather Station,Alternative,Independent Artist,"Toronto, Ontario",Taylor Ruckle
"January 17, 2025",Cosmic​-​Astral,Memory Pearl,Ambient,Independent Artist,"Toronto, Ontario",Ted Davis
"January 16, 2025",D​Í​A,Ela Minus,Electronic,Independent Artist,"Brooklyn, New York",Erin Lyndal Martin
"January 15, 2025",Kosmischer Pitch,Jan Jelenik,Electronic,Jan Jelinek,"Berlin, Germany",April Clare Welsh
"January 14, 2025",Dweller,Haunted Horses,Metal,HAUNTED HORSES,"Seattle, Washington",J. Bennett
"January 13, 2025",Was It Medicine To You?,Zeta,Punk,zeta,"Puerto La Cruz, Venezuela",Eli Schoop
"January 10, 2025",The Human Fear,Franz Ferdinand,Alternative,Independent Artist,"Glasgow, UK",Elle Carroll
"January 09, 2025",Velours D​é​vorant,Toru,Metal,Independent Artist,France,Brad Cohan
"January 08, 2025",Cold Blows the Rain,Bridget Hayden and The Apparitions,Folk,Bridget Hayden,UK,Devon Leger
"December 06, 2024",Cosmic Waves Volume 1,Angel Olsen,Alternative,Independent Artist,"Asheville, North Carolina",Jennifer Kelly
"December 05, 2024",Dreaming the Strife for Love,Bedsore,Metal,20 Buck Spin,"Pittsburgh, Pennsylvania",Brad Sanders
"December 04, 2024",Mosaic,Fennesz,Ambient,Independent Artist,"Vienna, Austria",April Clare Welsh
"December 03, 2024",Rela,Negro Leo,Experimental,Independent Artist,"Rio De Janeiro, Brazil",Filipe Costa
"December 02, 2024",Only the Void Stands Between Us,Julie Beth Napolin,Folk,Independent Artist,"Beacon, New York",Jim Allen
"November 27, 2024",Africanism,The Last Poets and Tony Allen Ft. Egypt 80,Spoken Word,Africa Seven,"London, UK",Marshall Gu
"November 26, 2024",Trellis,Lifted,Electronic,Independent Artist,"Washington, D.C.",Ted Davis
"November 25, 2024",Meaning’s Edge,Djrum,Electronic,Independent Artist,"England, UK",Jon Dale
"November 22, 2024",Neptunes EP,Kaitlyn Aurelia Smith & Joe Goddard,Electronic,Kaitlyn Aurelia Smith,"Los Angeles, California",Ted Davis
"November 21, 2024",Chak Chak Chak Chak,Julián Mayorga,Latin,Independent Artist,Spain,Maria Barrios
"November 20, 2024",Safa,Nizar Rohana,World,Independent Artist,Palestine,James Gui
"November 19, 2024",君​が​ど​ん​ど​ん​離​れ​て​行​く You Are Leaving My Mind: The ‘Mariko’ and ‘Dokitto Station​!​!​’ Era,Maple Fyshh,Alternative,EM Records,"Osaka Prefecture, Japan",Elle Carroll
"November 18, 2024",Naya,Dawuna,Experimental,Independent Artist,"Baltimore, Maryland",Ted Davis
"November 15, 2024",MM​.​.​FOOD (20 Year Anniversary Edition),MF DOOM,Hip-Hop/Rap,Independent Artist,NA,Dash Lewis
"November 14, 2024",Sufferer Sounds,Dennis Bovell,Reggae,Dennis Bovell MBE,"London, UK",Jared Proudfoot
"November 13, 2024",From the Heights of Our Pastureland,Yoo Doo Right,Alternative,yoo doo right,"Montreal, Québec",Mike McGrath-Bryan
"November 12, 2024",Chromesthesia: The Colour of Sound Vol. 1,Various Artists,Electronic,Chromesthesia,"London, UK",April Clare Welsh
"November 11, 2024",Tension,Mulatu Astatke & the Hoodna Orchestra,World,Mulatu Astatke,"Jimma, Ethiopia",Peter Margasak
"November 08, 2024",Mr. Loverman (Original Score),Speakers Corner Quartet,Jazz,Independent Artist,UK,Michael J. West
"November 07, 2024",PP​’S: Compiled by El Palmas & El Dr​á​gon Criollo,PP’S,Alternative,PP´S,Spain,Elle Carroll
"November 06, 2024",İstanbul Sokakları,Baba Zula,Rock,Independent Artist,"Istanbul, Turkey",Elle Carroll
"November 05, 2024",Do You Still Love Me?,Planes Mistaken For Stars,Alternative,Independent Artist,"Denver, Colorado",Spencer Hughes
"November 04, 2024",Seed of a Seed,Haley Heynderickx,Folk,Independent Artist,"Portland, Oregon",Meredith Lawrence
"November 01, 2024","The Invisible Road: Original Recordings, 1985​–​1990",Sussan Deyhim & Richard Horowitz,Electronic,RVNG Intl.,"New York, New York",Jim Allen
"October 31, 2024",PALM WINE,YATTA,Experimental,Independent Artist,NA,Daniel Dylan Wray
"October 30, 2024",Cherry Blossom Baby,Shigeto,Electronic,SHIGETO,"Detroit, Michigan",Eli Schoop
"October 29, 2024",Diamond Jubilee,Cindy Lee,Alternative,Independent Artist,"Toronto, Ontario",Eli Schoop
"October 25, 2024",1981​-​1986,Primitive Art Group,Jazz,Independent Artist,"Wellington, New Zealand",Jon Dale
"October 24, 2024",From the Void,Hammock,Ambient,Independent Artist,"Nashville, Tennessee",Erick Bradshaw
"October 23, 2024","Ayo Ke Disco: Boogie, Pop & Funk from the South China Sea (1974​-​88)",Various Artists,World,Soundway Records,UK,Megan Iacobini de Fazio
"October 22, 2024",Dreamstate,Kelly Lee Owens,Electronic,Independent Artist,"London, UK",Joe Muggs
"October 21, 2024",Venus Smiles Not in the House of Tears,Samora Pinderhughes,Alternative,Independent Artist,"New York, New York",Michael J. West
"October 18, 2024",3,Saagara,Jazz,Waclaw Zimpel,"Warsaw, Poland",Michal Wieczorek
"October 17, 2024",Municipal Dreams,Low End Activist,Electronic,Independent Artist,"Bristol, UK",Joe Muggs
"October 16, 2024",Muuntautuja,Oranssi Pazuzu,Metal,Independent Artist,Finland,J. Bennett
"October 15, 2024",The Psychedelic Sounds Of The 13th Floor Elevators,The 13th Floor Elevators,Rock,Independent Artist,"Austin, Texas",Meredith Lawrence
"October 14, 2024",Psychotic Spew,Black Ends,Punk,Independent Artist,"Seattle, Washington",Eli Schoop
"October 11, 2024",REVELATOR,ELUCID,Hip-Hop/Rap,E L U C I D,New York,Dash Lewis
"October 10, 2024",I SHOULD CALL THEM,Dua Saleh,R&amp;B/Soul,Independent Artist,"Los Angeles, California",Joseph Francis
"October 09, 2024",Quiet in a World Full of Noise,Dawn Richard & Spencer Zahn,Alternative,DAWN,"Los Angeles, California",Ted Davis
"October 08, 2024",Dredging Heaven,White Suns,Metal,Decoherence Records,New York,Erick Bradshaw
"October 07, 2024",The Hard Quartet,The Hard Quartet,Alternative,Independent Artist,"New York, New York",Peter Margasak
"October 04, 2024",Alley of the Sun,Various Artists,Electronic,Not Not Fun Records,California,Erick Bradshaw
"October 02, 2024","Dance, No One’s Watching",Ezra Collective,Jazz,Independent Artist,"London, UK",Michael J. West
"October 01, 2024",Honey,Caribou,Electronic,Independent Artist,"London, UK",Barry Walters
"September 30, 2024",How Ghosts Affect Relationships,His Name Is Alive,Alternative,Independent Artist,"Detroit, Michigan",Jim Allen
"September 27, 2024",Everything Around You,Feeling Figures,Rock,Independent Artist,"Montreal, Québec",Jennifer Kelly
"September 26, 2024",Odyssey,Nubya Garcia,Classical,Independent Artist,"London, UK",Michael J. West
"September 25, 2024",opaque,Mo Dotti,Alternative,Independent Artist,"Los Angeles, California",Jude Noel
"September 24, 2024","For Peace And Liberty, In Paris dec 1972",Black Artist Group,Jazz,WEWANTSOUNDS,"Paris, France",Shaun Brady
"September 23, 2024",Nijerusalem,Mamman Sani & Tropikal Camel,Electronic,Mamman Sani,"Niamey, Niger",Joe Muggs
"September 20, 2024",Chain of Light,Nusrat Fateh Ali Khan & Party,World,Nusrat Fateh Ali Khan,Pakistan,Peter Margasak
"September 19, 2024",Viva Tu,Manu Chao,Alternative,Independent Artist,France,Dean Van Nguyen
"September 18, 2024",Indoor Safari,Nick Lowe & Los Straitjackets,Rock,Nick Lowe,"London, UK",Jim Allen
"September 17, 2024",Waiting For A Sign,Hataałii,Alternative,Independent Artist,"Window Rock, Arizona",Maria Barrios
"September 16, 2024",Choice Cuts 1978​–1983,Izumi “Mimi” Kobayashi,Funk,Time Capsule,"London, UK",Eli Schoop
"September 13, 2024",Songs in Crimson,Satan,Metal,Independent Artist,"Newcastle Upon Tyne, UK",J. Bennett
"September 12, 2024",Mute,El Khat,World,El Khat - القات,"Berlin, Germany",James Gui
"September 11, 2024",at Eulogy,Setting,Experimental,Independent Artist,North Carolina,Grayson Haver Currin
"September 10, 2024",A Sound Heart,Jaubi,Jazz,JAUBI,"London, UK",Michal Wieczorek
"September 09, 2024",WOOF.,Fat Dog,Rock,Independent Artist,"London, UK",Casey Jarman
"September 06, 2024",Free Energy,Dummy,Alternative,Independent Artist,"Los Angeles, California",Eli Schoop
"September 05, 2024",Endlessness,Nala Sinephro,Ambient,Independent Artist,"London, UK",Peter Margasak
"September 04, 2024",Everything Squared,Seefeel,Electronic,Independent Artist,"London, UK",Louis Pattison
"September 03, 2024",Troubadour,Dorothy Carter,Folk,Independent Artist,Connecticut,Jim Allen
"August 30, 2024","Synthesizing the Silk Roads: Uzbek Disco, Tajik Folktronica, Uyghur Rock & Tatar Jazz from 1980s Soviet Central Asia",Various Artists,Electronic,Ostinato Records,"New York, New York",Dean Van Nguyen
"August 29, 2024",Frozen In Time,Los Yesterdays,R&amp;B/Soul,Independent Artist,"Los Angeles, California",Fred Pessaro
"August 28, 2024",Matter,The None,Punk,THE NONE,"London, UK",Jon Buckland
"August 27, 2024",Wilurarrakutu,Keanu Nelson,World,Independent Artist,"Papunya, Australia",Dean Van Nguyen
"August 26, 2024",GREIF,Zeal & Ardor,Metal,Zeal and Ardor,"New York, New York",Grayson Haver Currin
"August 23, 2024",Mucho Mistrust,Fake Fruit,Rock,Independent Artist,"Oakland, California",Spencer Hughes
"August 22, 2024",Imaginal Disk,Magdalena Bay,Pop,Independent Artist,"Los Angeles, California",April Clare Welsh
"August 21, 2024",Bamako​*​Chicago Sound System,Nicole Mitchell and Ballaké Sissoko,Jazz,Nicole M Mitchell,North Carolina,Michael J. West
"August 20, 2024",Fossil Cocoon: The Music of K. Yoshimatsu,K. Yoshimatsu,Experimental,Phantom Limb,"Brighton, UK",Ted Davis
"August 19, 2024",UltraCopacetic (Copacetic Remixed and Expanded),Velocity Girl,Rock,Independent Artist,"Washington, D.C.",Hayden Merrick
"August 16, 2024",Sun Glories,Chuck Johnson,Ambient,Independent Artist,"Oakland, California",Ben Arthur
"August 15, 2024",Black Black Minds,The Travellers,Reggae,VP Records,"Queens, New York",Dean Van Nguyen
"August 14, 2024",Falling,Henrik Meierkord,Ambient,Projekt Records,"Portland, Oregon",Ted Davis
"August 13, 2024",Let Tha Dopeness Begin,Yogi & Woof,Hip-Hop/Rap,Yogisoul,"Østfold, Norway",Fred Pessaro
"August 12, 2024",Perak,Thee Marloes,Pop,Independent Artist,"Surabaya, Indonesia",Will Ainsley
"August 09, 2024",Megafauna,And So I Watch You From Afar,Rock,Independent Artist,"Belfast, UK",Will Ainsley
